PIN;cagsbcid_m;Name;Vorname;Straße;Hausnr;PLZ;Ort;Vertragsbeginn;Vertragsende;Vertragsstatus;Vertragsstatus Bez;Vertragsnummer;Vertragsgegenstand;Vertrag verlängern um;Vertrag Kündigungsfrist;VP eMail
1000000201;AW;Kropp;Alfred;Alt-Moabit;12;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;50692;Abwasser Weingarten;K;;Alfred.Kropp@test.de
1000000201;AW;Kropp;Alfred;Alt-Moabit;12;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;50692;Abwasser Weingarten;K;;Alfred.Kropp@test.de
1000000201;G;Kropp;Alfred;Alt-Moabit;12;53111;Bonn;01.01.2008 00:00;31.10.2021 00:00;99;Vertrag ist endabgerechnet;726;abcErdgas fix;12M;6W;Alfred.Kropp@test.de
1000000201;G;Kropp;Alfred;Alt-Moabit;12;53111;Bonn;01.01.2008 00:00;31.10.2021 00:00;99;Vertrag ist endabgerechnet;726;abcErdgas fix;12M;6W;Alfred.Kropp@test.de
1000000201;G;Kropp;Alfred;Alt-Moabit;12;53111;Bonn;01.11.2021 00:00;;0;Vertrag ist aktiv;97328;abcErdgas fix;12M;6W;Alfred.Kropp@test.de
1000000201;G;Kropp;Alfred;Alt-Moabit;12;53111;Bonn;01.11.2021 00:00;;0;Vertrag ist aktiv;97328;abcErdgas fix;12M;6W;Alfred.Kropp@test.de
1000000201;W;Kropp;Alfred;Alt-Moabit;9;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;50689;abcWasser Weingarten Kombi;K;;Alfred.Kropp@test.de
1000000201;W;Kropp;Alfred;Alt-Moabit;9;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;50689;abcWasser Weingarten Kombi;K;;Alfred.Kropp@test.de
1000000201;W;Kropp;Alfred;Alt-Moabit;12;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;50691;abcWasser Weingarten Kombi;K;;Alfred.Kropp@test.de
1000000201;W;Kropp;Alfred;Alt-Moabit;12;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;50691;abcWasser Weingarten Kombi;K;;Alfred.Kropp@test.de
1000000214;AW;Beckers;Elisabeth;Altdammer Weg;3;53111;Bonn;01.01.2008 00:00;31.03.2020 00:00;99;Vertrag ist endabgerechnet;46700;Abwasser Weingarten;K;;Elisabeth.Beckers@test.de
1000000214;AW;Beckers;Elisabeth;Altdammer Weg;3;53111;Bonn;01.01.2008 00:00;31.03.2020 00:00;99;Vertrag ist endabgerechnet;46700;Abwasser Weingarten;K;;Elisabeth.Beckers@test.de
1000000214;W;Beckers;Elisabeth;Altdammer Weg;3;53111;Bonn;01.01.2008 00:00;31.03.2020 00:00;99;Vertrag ist endabgerechnet;46699;abcWasser Weingarten;K;;Elisabeth.Beckers@test.de
1000000214;W;Beckers;Elisabeth;Altdammer Weg;3;53111;Bonn;01.01.2008 00:00;31.03.2020 00:00;99;Vertrag ist endabgerechnet;46699;abcWasser Weingarten;K;;Elisabeth.Beckers@test.de
1000000215;S;Pohle;Ella;Altdorfer Straße;10;53111;Bonn;01.01.2020 00:00;;0;Vertrag ist aktiv;76506;Abrechnung HZA KG an Dritte Wärme;K;;Ella.Pohle@test.de
1000000215;S;Pohle;Ella;Altdorfer Straße;10;53111;Bonn;09.03.2021 00:00;09.03.2021 00:00;99;Vertrag ist endabgerechnet;88771;Vielen Dank für den von Ihnen geworbenen Kunden, Herr  Phillip Stäbler;K;;Ella.Pohle@test.de
1000000215;S;Pohle;Ella;Altdorfer Straße;10;53111;Bonn;05.05.2021 00:00;05.05.2021 00:00;99;Vertrag ist endabgerechnet;90030;Vielen Dank für den von Ihnen geworbenen Kunden, Frau Gabriele Stäbler;K;;Ella.Pohle@test.de
1000000215;S;Pohle;Ella;Altdorfer Straße;10;53111;Bonn;02.06.2021 00:00;02.06.2021 00:00;99;Vertrag ist endabgerechnet;90697;Vielen Dank für den von Ihnen geworbenen Kunden., Frau Gabriele Stäbler Ärztehaus;K;;Ella.Pohle@test.de
1000000218;AW;Abraham;Erich;Alte Fasanerie;105;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;44798;Abwasser Weingarten;K;;Erich.Abraham@test.de
1000000218;AW;Abraham;Erich;Alte Fasanerie;105;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;44798;Abwasser Weingarten;K;;Erich.Abraham@test.de
1000000218;G;Abraham;Erich;Alte Fasanerie;105;53111;Bonn;26.10.2017 00:00;10.11.2017 00:00;99;Vertrag ist endabgerechnet;59691;abcErdgas Komfort (Grundvers.);1T;;Erich.Abraham@test.de
1000000218;W;Abraham;Erich;Alte Fasanerie;105;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;44797;abcWasser Weingarten;K;;Erich.Abraham@test.de
1000000218;W;Abraham;Erich;Alte Fasanerie;105;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;44797;abcWasser Weingarten;K;;Erich.Abraham@test.de
1000000222;AW;Donath;Franz;Alte Leipziger Straße;2;53111;Bonn;29.06.2016 00:00;;0;Vertrag ist aktiv;26997;Abwasser Weingarten;K;;Franz.Donath@test.de
1000000222;AW;Donath;Franz;Alte Leipziger Straße;2;53111;Bonn;29.06.2016 00:00;;0;Vertrag ist aktiv;26997;Abwasser Weingarten;K;;Franz.Donath@test.de
1000000222;AW;Donath;Franz;Alte Leipziger Straße;2;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;40862;Abwasser Weingarten;K;;Franz.Donath@test.de
1000000222;AW;Donath;Franz;Alte Leipziger Straße;2;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;40862;Abwasser Weingarten;K;;Franz.Donath@test.de
1000000222;G;Donath;Franz;Alte Leipziger Straße;2;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;4631;abcErdgas fix Vorteil Kombi;12M;6W;Franz.Donath@test.de
1000000222;G;Donath;Franz;Alte Leipziger Straße;2;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;4631;abcErdgas fix Vorteil Kombi;12M;6W;Franz.Donath@test.de
1000000222;W;Donath;Franz;Alte Leipziger Straße;2;53111;Bonn;29.06.2016 00:00;;0;Vertrag ist aktiv;26996;abcWasser Weingarten Kombi;K;;Franz.Donath@test.de
1000000222;W;Donath;Franz;Alte Leipziger Straße;2;53111;Bonn;29.06.2016 00:00;;0;Vertrag ist aktiv;26996;abcWasser Weingarten Kombi;K;;Franz.Donath@test.de
1000000222;W;Donath;Franz;Alte Leipziger Straße;2;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;40861;abcWasser Weingarten Kombi;K;;Franz.Donath@test.de
1000000222;W;Donath;Franz;Alte Leipziger Straße;2;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;40861;abcWasser Weingarten Kombi;K;;Franz.Donath@test.de
1000000222;W;Donath;Franz;Alte Leipziger Straße;2;53111;Bonn;31.07.2018 00:00;07.08.2018 00:00;99;Vertrag ist endabgerechnet;64051;Bauwasser Standrohr;K;;Franz.Donath@test.de
1000000222;W;Donath;Franz;Alte Leipziger Straße;2;53111;Bonn;16.04.2020 00:00;21.04.2020 00:00;99;Vertrag ist endabgerechnet;79757;Bauwasser Standrohr;K;;Franz.Donath@test.de
1000000248;AW;Öztürk;Joachim;Schluchseestraße;5;53111;Bonn;01.01.2008 00:00;30.09.2020 00:00;99;Vertrag ist endabgerechnet;32898;Abwasser Weingarten;K;;Joachim.Öztürk@test.de
1000000248;AW;Öztürk;Joachim;Schluchseestraße;5;53111;Bonn;01.01.2008 00:00;30.09.2020 00:00;99;Vertrag ist endabgerechnet;32898;Abwasser Weingarten;K;;Joachim.Öztürk@test.de
1000000248;AW;Öztürk;Joachim;Schluchseestraße;5;53111;Bonn;01.01.2008 00:00;30.09.2020 00:00;99;Vertrag ist endabgerechnet;32900;Abwasser Weingarten;K;;Joachim.Öztürk@test.de
1000000248;W;Öztürk;Joachim;Schluchseestraße;5;53111;Bonn;01.01.2008 00:00;30.09.2020 00:00;99;Vertrag ist endabgerechnet;32897;abcWasser Weingarten;K;;Joachim.Öztürk@test.de
1000000248;W;Öztürk;Joachim;Schluchseestraße;5;53111;Bonn;01.01.2008 00:00;30.09.2020 00:00;99;Vertrag ist endabgerechnet;32897;abcWasser Weingarten;K;;Joachim.Öztürk@test.de
1000000248;W;Öztürk;Joachim;Schluchseestraße;5;53111;Bonn;01.01.2008 00:00;30.09.2020 00:00;99;Vertrag ist endabgerechnet;32899;abcWasser Weingarten;K;;Joachim.Öztürk@test.de
1000000268;AW;Manthey;Ruth;Schmiedehof;18;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;45391;Abwasser Weingarten;K;;Ruth.Manthey@test.de
1000000268;AW;Manthey;Ruth;Schmiedehof;18;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;45391;Abwasser Weingarten;K;;Ruth.Manthey@test.de
1000000268;AW;Manthey;Ruth;Am Ahornweg;102;53111;Bonn;28.10.2016 00:00;;0;Vertrag ist aktiv;6725;Abwasser Weingarten;K;;Ruth.Manthey@test.de
1000000268;AW;Manthey;Ruth;Am Ahornweg;102;53111;Bonn;28.10.2016 00:00;;0;Vertrag ist aktiv;6725;Abwasser Weingarten;K;;Ruth.Manthey@test.de
1000000268;AW;Manthey;Ruth;Am Ahornweg;102;53111;Bonn;28.10.2016 00:00;;0;Vertrag ist aktiv;6725;Abwasser Weingarten;K;;Ruth.Manthey@test.de
1000000268;G;Manthey;Ruth;Schmiedehof;18;53111;Bonn;01.01.2008 00:00;30.06.2018 00:00;99;Vertrag ist endabgerechnet;6723;Individual;1M;1M;Ruth.Manthey@test.de
1000000268;G;Manthey;Ruth;Schmiedehof;18;53111;Bonn;01.01.2008 00:00;30.06.2018 00:00;99;Vertrag ist endabgerechnet;6723;Individual;1M;1M;Ruth.Manthey@test.de
1000000268;W;Manthey;Ruth;Schmiedehof;18;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;45390;abcWasser Weingarten;K;;Ruth.Manthey@test.de
1000000268;W;Manthey;Ruth;Schmiedehof;18;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;45390;abcWasser Weingarten;K;;Ruth.Manthey@test.de
1000000268;W;Manthey;Ruth;Am Ahornweg;102;53111;Bonn;28.10.2016 00:00;;0;Vertrag ist aktiv;6724;abcWasser Weingarten;K;;Ruth.Manthey@test.de
1000000268;W;Manthey;Ruth;Am Ahornweg;102;53111;Bonn;28.10.2016 00:00;;0;Vertrag ist aktiv;6724;abcWasser Weingarten;K;;Ruth.Manthey@test.de
1000000268;W;Manthey;Ruth;Am Ahornweg;102;53111;Bonn;28.10.2016 00:00;;0;Vertrag ist aktiv;6724;abcWasser Weingarten;K;;Ruth.Manthey@test.de
1000000271;AW;Dogan;Waltraud;Am alten Flugplatz;104;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;40889;Abwasser Weingarten;K;;Waltraud.Dogan@test.de
1000000271;AW;Dogan;Waltraud;Am alten Flugplatz;104;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;40889;Abwasser Weingarten;K;;Waltraud.Dogan@test.de
1000000271;W;Dogan;Waltraud;Am alten Flugplatz;104;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;40888;abcWasser Weingarten;K;;Waltraud.Dogan@test.de
1000000271;W;Dogan;Waltraud;Am alten Flugplatz;104;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;40888;abcWasser Weingarten;K;;Waltraud.Dogan@test.de
1000000273;AW;Ulbricht;Wilhelm;Am alten Gaswerk;32;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;36504;Abwasser Weingarten;K;;Wilhelm.Ulbricht@test.de
1000000273;AW;Ulbricht;Wilhelm;Am alten Gaswerk;32;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;36504;Abwasser Weingarten;K;;Wilhelm.Ulbricht@test.de
1000000273;G;Ulbricht;Wilhelm;Am alten Gaswerk;32;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;2441;abcErdgas fix Vorteil Kombi;12M;6W;Wilhelm.Ulbricht@test.de
1000000273;G;Ulbricht;Wilhelm;Am alten Gaswerk;32;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;2441;abcErdgas fix Vorteil Kombi;12M;6W;Wilhelm.Ulbricht@test.de
1000000273;W;Ulbricht;Wilhelm;Am alten Gaswerk;32;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;36503;abcWasser Weingarten Kombi;K;;Wilhelm.Ulbricht@test.de
1000000273;W;Ulbricht;Wilhelm;Am alten Gaswerk;32;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;36503;abcWasser Weingarten Kombi;K;;Wilhelm.Ulbricht@test.de
1000000288;AW;Wende;Elfriede;Am Bäkequell;30;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;36263;Abwasser Weingarten;K;;Elfriede.Wende@test.de
1000000288;AW;Wende;Elfriede;Am Bäkequell;30;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;36263;Abwasser Weingarten;K;;Elfriede.Wende@test.de
1000000288;AW;Wende;Elfriede;Am Bäkequell;30;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;36265;Abwasser Weingarten;K;;Elfriede.Wende@test.de
1000000288;AW;Wende;Elfriede;Am Bäkequell;30;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;36265;Abwasser Weingarten;K;;Elfriede.Wende@test.de
1000000288;G;Wende;Elfriede;Schneefinkweg;1;53111;Bonn;01.11.2022 00:00;;0;Vertrag ist aktiv;118496;abcErdgas Komfort (Ersatzversorgung);1T;;Elfriede.Wende@test.de
1000000288;W;Wende;Elfriede;Am Bäkequell;30;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;36262;abcWasser Weingarten;K;;Elfriede.Wende@test.de
1000000288;W;Wende;Elfriede;Am Bäkequell;30;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;36262;abcWasser Weingarten;K;;Elfriede.Wende@test.de
1000000288;W;Wende;Elfriede;Am Bäkequell;30;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;36264;abcWasser Weingarten;K;;Elfriede.Wende@test.de
1000000288;W;Wende;Elfriede;Am Bäkequell;30;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;36264;abcWasser Weingarten;K;;Elfriede.Wende@test.de
1000000289;G;Jeschke;Elisabeth;Schneegansweg;22;53111;Bonn;01.01.2008 00:00;26.02.2018 00:00;99;Vertrag ist endabgerechnet;6828;abcErdgas flex;1M;6W;Elisabeth.Jeschke@test.de
1000000297;AW;Streit;Franz;Am Bergpfuhl;3;53111;Bonn;01.01.2008 00:00;31.05.2021 00:00;99;Vertrag ist endabgerechnet;37385;Abwasser Weingarten;K;;Franz.Streit@test.de
1000000297;AW;Streit;Franz;Am Bergpfuhl;3;53111;Bonn;01.01.2008 00:00;31.05.2021 00:00;99;Vertrag ist endabgerechnet;37385;Abwasser Weingarten;K;;Franz.Streit@test.de
1000000297;AW;Streit;Franz;Am Bergpfuhl;;53111;Bonn;01.01.2008 00:00;31.05.2021 00:00;99;Vertrag ist endabgerechnet;37387;Abwasser Weingarten;K;;Franz.Streit@test.de
1000000297;AW;Streit;Franz;Am Bergpfuhl;;53111;Bonn;01.01.2008 00:00;31.05.2021 00:00;99;Vertrag ist endabgerechnet;37387;Abwasser Weingarten;K;;Franz.Streit@test.de
1000000297;W;Streit;Franz;Am Bergpfuhl;3;53111;Bonn;01.01.2008 00:00;31.05.2021 00:00;99;Vertrag ist endabgerechnet;37384;abcWasser Weingarten;K;;Franz.Streit@test.de
1000000297;W;Streit;Franz;Am Bergpfuhl;3;53111;Bonn;01.01.2008 00:00;31.05.2021 00:00;99;Vertrag ist endabgerechnet;37384;abcWasser Weingarten;K;;Franz.Streit@test.de
1000000297;W;Streit;Franz;Am Bergpfuhl;;53111;Bonn;01.01.2008 00:00;31.05.2021 00:00;99;Vertrag ist endabgerechnet;37386;abcWasser Weingarten;K;;Franz.Streit@test.de
1000000297;W;Streit;Franz;Am Bergpfuhl;;53111;Bonn;01.01.2008 00:00;31.05.2021 00:00;99;Vertrag ist endabgerechnet;37386;abcWasser Weingarten;K;;Franz.Streit@test.de
1000000310;AW;Deppe;Heinz;Schönagelstraße;10;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;42573;Abwasser Weingarten;K;;Heinz.Deppe@test.de
1000000310;AW;Deppe;Heinz;Schönagelstraße;10;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;42573;Abwasser Weingarten;K;;Heinz.Deppe@test.de
1000000310;G;Deppe;Heinz;Schönagelstraße;10;53111;Bonn;01.01.2012 00:00;;0;Vertrag ist aktiv;5422;Rahmenvertrag Kreissparkasse;K;3M;Heinz.Deppe@test.de
1000000310;W;Deppe;Heinz;Schönagelstraße;10;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;42572;abcWasser Weingarten;K;;Heinz.Deppe@test.de
1000000310;W;Deppe;Heinz;Schönagelstraße;10;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;42572;abcWasser Weingarten;K;;Heinz.Deppe@test.de
1000000322;AW;Gerken;Irmgard;Schönefelder Chaussee;19;53111;Bonn;01.01.2008 00:00;10.02.2020 00:00;99;Vertrag ist endabgerechnet;38768;Abwasser Weingarten;K;;Irmgard.Gerken@test.de
1000000322;AW;Gerken;Irmgard;Schönefelder Chaussee;19;53111;Bonn;01.01.2008 00:00;10.02.2020 00:00;99;Vertrag ist endabgerechnet;38768;Abwasser Weingarten;K;;Irmgard.Gerken@test.de
1000000322;AW;Gerken;Irmgard;Schönefelder Chaussee;19;53111;Bonn;11.02.2020 00:00;30.04.2020 00:00;99;Vertrag ist endabgerechnet;78272;Abwasser Weingarten;K;;Irmgard.Gerken@test.de
1000000322;AW;Gerken;Irmgard;Schönefelder Chaussee;19;53111;Bonn;11.02.2020 00:00;30.04.2020 00:00;99;Vertrag ist endabgerechnet;78272;Abwasser Weingarten;K;;Irmgard.Gerken@test.de
1000000322;AW;Gerken;Irmgard;Schönefelder Chaussee;19;53111;Bonn;01.05.2020 00:00;31.05.2020 00:00;99;Vertrag ist endabgerechnet;80627;Abwasser Weingarten;K;;Irmgard.Gerken@test.de
1000000322;AW;Gerken;Irmgard;Schönefelder Chaussee;19;53111;Bonn;01.05.2020 00:00;31.05.2020 00:00;99;Vertrag ist endabgerechnet;80627;Abwasser Weingarten;K;;Irmgard.Gerken@test.de
1000000322;W;Gerken;Irmgard;Schönefelder Chaussee;19;53111;Bonn;01.01.2008 00:00;10.02.2020 00:00;99;Vertrag ist endabgerechnet;38767;abcWasser Weingarten;K;;Irmgard.Gerken@test.de
1000000322;W;Gerken;Irmgard;Schönefelder Chaussee;19;53111;Bonn;01.01.2008 00:00;10.02.2020 00:00;99;Vertrag ist endabgerechnet;38767;abcWasser Weingarten;K;;Irmgard.Gerken@test.de
1000000322;W;Gerken;Irmgard;Schönefelder Chaussee;19;53111;Bonn;11.02.2020 00:00;30.04.2020 00:00;99;Vertrag ist endabgerechnet;78271;abcWasser Weingarten;K;;Irmgard.Gerken@test.de
1000000322;W;Gerken;Irmgard;Schönefelder Chaussee;19;53111;Bonn;11.02.2020 00:00;30.04.2020 00:00;99;Vertrag ist endabgerechnet;78271;abcWasser Weingarten;K;;Irmgard.Gerken@test.de
1000000322;W;Gerken;Irmgard;Schönefelder Chaussee;19;53111;Bonn;01.05.2020 00:00;31.05.2020 00:00;99;Vertrag ist endabgerechnet;80626;abcWasser Weingarten;K;;Irmgard.Gerken@test.de
1000000322;W;Gerken;Irmgard;Schönefelder Chaussee;19;53111;Bonn;01.05.2020 00:00;31.05.2020 00:00;99;Vertrag ist endabgerechnet;80626;abcWasser Weingarten;K;;Irmgard.Gerken@test.de
1000000323;G;Ecker;Joachim;Schönefelder Straße;10;53111;Bonn;01.01.2008 00:00;27.08.2021 00:00;99;Vertrag ist endabgerechnet;10845;abcErdgas Komfort (Grundvers.);1T;14T;Joachim.Ecker@test.de
1000000323;G;Ecker;Joachim;Schönefelder Straße;10;53111;Bonn;01.01.2008 00:00;27.08.2021 00:00;99;Vertrag ist endabgerechnet;10845;abcErdgas Komfort (Grundvers.);1T;14T;Joachim.Ecker@test.de
1000000331;AW;Kahle;Louise;Am Damm;2;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;32886;Abwasser Weingarten;K;;Louise.Kahle@test.de
1000000331;AW;Kahle;Louise;Am Damm;2;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;32886;Abwasser Weingarten;K;;Louise.Kahle@test.de
1000000331;W;Kahle;Louise;Am Damm;2;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;32885;abcWasser Weingarten;K;;Louise.Kahle@test.de
1000000331;W;Kahle;Louise;Am Damm;2;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;32885;abcWasser Weingarten;K;;Louise.Kahle@test.de
1000000340;AW;Reschke;Paul;Am Dorfwald;3;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;49999;Abwasser Weingarten;K;;Paul.Reschke@test.de
1000000340;AW;Reschke;Paul;Am Dorfwald;3;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;49999;Abwasser Weingarten;K;;Paul.Reschke@test.de
1000000340;G;Reschke;Paul;Am Dorfwald;3;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;8978;abcErdgas Komfort (Grundvers.) Kombi;12M;6W;Paul.Reschke@test.de
1000000340;G;Reschke;Paul;Am Dorfwald;3;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;8978;abcErdgas Komfort (Grundvers.) Kombi;12M;6W;Paul.Reschke@test.de
1000000340;W;Reschke;Paul;Am Dorfwald;3;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;49998;abcWasser Weingarten Kombi;K;;Paul.Reschke@test.de
1000000340;W;Reschke;Paul;Am Dorfwald;3;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;49998;abcWasser Weingarten Kombi;K;;Paul.Reschke@test.de
1000000343;AW;Kretschmann;Ruth;Am Eichenquast;;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;49199;Abwasser Weingarten;K;;Ruth.Kretschmann@test.de
1000000343;AW;Kretschmann;Ruth;Am Eichenquast;;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;49199;Abwasser Weingarten;K;;Ruth.Kretschmann@test.de
1000000343;G;Kretschmann;Ruth;Am Eichenquast;;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;8581;abcErdgas fix;12M;6W;Ruth.Kretschmann@test.de
1000000343;G;Kretschmann;Ruth;Am Eichenquast;;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;8581;abcErdgas fix;12M;6W;Ruth.Kretschmann@test.de
1000000343;W;Kretschmann;Ruth;Am Eichenquast;;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;49198;abcWasser Weingarten;K;;Ruth.Kretschmann@test.de
1000000343;W;Kretschmann;Ruth;Am Eichenquast;;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;49198;abcWasser Weingarten;K;;Ruth.Kretschmann@test.de
1000000345;AW;Welz;Walter;Am Elsebrocken;4;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;37173;Abwasser Weingarten;K;;Walter.Welz@test.de
1000000345;AW;Welz;Walter;Am Elsebrocken;4;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;37173;Abwasser Weingarten;K;;Walter.Welz@test.de
1000000345;G;Welz;Walter;Am Elsebrocken;4;53111;Bonn;01.05.2011 00:00;;0;Vertrag ist aktiv;2729;abcErdgas online flex Kombi;1M;6W;Walter.Welz@test.de
1000000345;G;Welz;Walter;Am Elsebrocken;4;53111;Bonn;01.05.2011 00:00;;0;Vertrag ist aktiv;2729;abcErdgas online flex Kombi;1M;6W;Walter.Welz@test.de
1000000345;W;Welz;Walter;Am Elsebrocken;4;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;37172;abcWasser Weingarten Kombi;K;;Walter.Welz@test.de
1000000345;W;Welz;Walter;Am Elsebrocken;4;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;37172;abcWasser Weingarten Kombi;K;;Walter.Welz@test.de
1000000350;AW;Dengler;Wolfgang;Am Eulenhorst;111;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;35355;Abwasser Weingarten;K;;Wolfgang.Dengler@test.de
1000000350;AW;Dengler;Wolfgang;Am Eulenhorst;111;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;35355;Abwasser Weingarten;K;;Wolfgang.Dengler@test.de
1000000350;AW;Dengler;Wolfgang;Am Eulenhorst;111;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;35357;Abwasser Weingarten;K;;Wolfgang.Dengler@test.de
1000000350;AW;Dengler;Wolfgang;Am Eulenhorst;111;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;35357;Abwasser Weingarten;K;;Wolfgang.Dengler@test.de
1000000350;W;Dengler;Wolfgang;Am Eulenhorst;111;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;35354;abcWasser Weingarten;K;;Wolfgang.Dengler@test.de
1000000350;W;Dengler;Wolfgang;Am Eulenhorst;111;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;35354;abcWasser Weingarten;K;;Wolfgang.Dengler@test.de
1000000350;W;Dengler;Wolfgang;Am Eulenhorst;111;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;35356;abcWasser Weingarten;K;;Wolfgang.Dengler@test.de
1000000350;W;Dengler;Wolfgang;Am Eulenhorst;111;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;35356;abcWasser Weingarten;K;;Wolfgang.Dengler@test.de
1000000366;AW;Speck;Else;Schrammstraße;12;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;49536;Abwasser Weingarten;K;;Else.Speck@test.de
1000000366;AW;Speck;Else;Schrammstraße;12;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;49536;Abwasser Weingarten;K;;Else.Speck@test.de
1000000366;G;Speck;Else;Schrammstraße;12;53111;Bonn;15.05.2008 00:00;;0;Vertrag ist aktiv;12529;abcErdgas fix Vorteil Kombi;12M;6W;Else.Speck@test.de
1000000366;W;Speck;Else;Schrammstraße;12;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;49535;abcWasser Weingarten Kombi;K;;Else.Speck@test.de
1000000366;W;Speck;Else;Schrammstraße;12;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;49535;abcWasser Weingarten Kombi;K;;Else.Speck@test.de
1000000375;AW;Neumeier;Fritz;Am Gehrensee;10;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;35205;Abwasser Weingarten;K;;Fritz.Neumeier@test.de
1000000375;AW;Neumeier;Fritz;Am Gehrensee;10;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;35205;Abwasser Weingarten;K;;Fritz.Neumeier@test.de
1000000375;G;Neumeier;Fritz;Am Gehrensee;10;53111;Bonn;01.01.2008 00:00;;0;Vertrag ist aktiv;1784;abcErdgas Komfort (Grundvers.);1T;14T;Fritz.Neumeier@test.de
